#,Date-Time (PST/PDT),Ch: 1 - Differential Pressure   (psi),Ch: 2 - Absolute Pressure   (psi),Ch: 3 - Temperature   (°F ),Water Level   (ft),Barometric Pressure   (psi)
6600,07/20/2022 04:46:40,0.1328,11.8756,51.02,0.6130,11.7428
6601,07/20/2022 05:01:40,0.1345,11.8790,50.84,0.6170,11.7444
6602,07/20/2022 05:16:40,0.1335,11.8794,50.67,0.6146,11.7459
6603,07/20/2022 05:31:40,0.1339,11.8813,50.49,0.6156,11.7473
6604,07/20/2022 05:46:40,0.1340,11.8835,50.14,0.6159,11.7495
6605,07/20/2022 06:01:40,0.1367,11.8876,49.96,0.6219,11.7510
6606,07/20/2022 06:16:40,0.1350,11.8854,49.96,0.6182,11.7504
6607,07/20/2022 06:31:40,0.1327,11.8829,49.78,0.6127,11.7502
6608,07/20/2022 06:46:40,0.1353,11.8862,49.60,0.6187,11.7510
6609,07/20/2022 07:01:40,0.1355,11.8866,49.43,0.6193,11.7511
6610,07/20/2022 07:16:40,0.1365,11.8885,49.25,0.6216,11.7520
6611,07/20/2022 07:31:40,0.1364,11.8900,49.25,0.6213,11.7536
6612,07/20/2022 07:46:40,0.1329,11.8875,49.07,0.6131,11.7546
6613,07/20/2022 08:01:40,0.1361,11.8919,49.07,0.6206,11.7557
6614,07/20/2022 08:16:40,0.1347,11.8911,49.07,0.6173,11.7565
6615,07/20/2022 08:31:40,0.1336,11.8911,49.07,0.6149,11.7575
6616,07/20/2022 08:46:40,0.1354,11.8929,49.25,0.6191,11.7575
6617,07/20/2022 09:01:40,0.1361,11.8925,49.43,0.6205,11.7565
6618,07/20/2022 09:16:40,0.1359,11.8906,49.60,0.6202,11.7547
6619,07/20/2022 09:31:40,0.1383,11.8939,49.78,0.6257,11.7556
6620,07/20/2022 09:46:40,0.1336,11.8891,49.96,0.6150,11.7555
6621,07/20/2022 10:01:40,0.1394,11.8938,50.14,0.6282,11.7544
6622,07/20/2022 10:16:40,0.1398,11.8945,50.49,0.6291,11.7547
6623,07/20/2022 10:31:40,0.1397,11.8937,50.84,0.6289,11.7540
6624,07/20/2022 10:46:40,0.1415,11.8958,51.20,0.6332,11.7543
6625,07/20/2022 11:01:40,0.1417,11.8957,51.55,0.6337,11.7540
6626,07/20/2022 11:16:40,0.1380,11.8905,51.90,0.6249,11.7526
6627,07/20/2022 11:31:40,0.1394,11.8915,52.43,0.6282,11.7521
6628,07/20/2022 11:46:40,0.1412,11.8917,52.95,0.6325,11.7505
6629,07/20/2022 12:01:40,0.1410,11.8917,53.30,0.6320,11.7507
6630,07/20/2022 12:16:40,0.1405,11.8919,53.82,0.6309,11.7514
6631,07/20/2022 12:31:40,0.1387,11.8885,54.35,0.6267,11.7498
6632,07/20/2022 12:46:40,0.1407,11.8887,54.87,0.6312,11.7481
6633,07/20/2022 13:01:40,0.1382,11.8845,55.39,0.6256,11.7463
6634,07/20/2022 13:16:40,0.1389,11.8848,55.91,0.6272,11.7459
6635,07/20/2022 13:31:40,0.1383,11.8824,56.60,0.6258,11.7441
6636,07/20/2022 13:46:40,0.1422,11.8849,57.12,0.6348,11.7427
6637,07/20/2022 14:01:40,0.1378,11.8792,57.64,0.6248,11.7414
6638,07/20/2022 14:16:40,0.1403,11.8795,58.16,0.6304,11.7392
6639,07/20/2022 14:31:40,0.1362,11.8738,58.68,0.6210,11.7376
6640,07/20/2022 14:46:40,0.1365,11.8737,59.02,0.6219,11.7372
6641,07/20/2022 15:01:40,0.1362,11.8718,59.54,0.6210,11.7356
6642,07/20/2022 15:16:40,0.1387,11.8720,60.06,0.6269,11.7333
6643,07/20/2022 15:31:40,0.1344,11.8679,60.23,0.6168,11.7336
6644,07/20/2022 15:46:40,0.1363,11.8663,60.57,0.6213,11.7301
6645,07/20/2022 16:01:40,0.1375,11.8648,60.92,0.6241,11.7273
6646,07/20/2022 16:16:40,0.1304,11.8582,60.92,0.6077,11.7278
6647,07/20/2022 16:31:40,0.1363,11.8626,60.92,0.6213,11.7263
6648,07/20/2022 16:46:40,0.1342,11.8582,60.92,0.6164,11.7240
6649,07/20/2022 17:01:40,0.1324,11.8545,60.92,0.6123,11.7221
6650,07/20/2022 17:16:40,0.1344,11.8537,60.92,0.6169,11.7193
6651,07/20/2022 17:31:40,0.1364,11.8545,60.92,0.6217,11.7180
6652,07/20/2022 17:46:40,0.1339,11.8523,60.92,0.6159,11.7183
6653,07/20/2022 18:01:40,0.1324,11.8497,60.74,0.6124,11.7173
6654,07/20/2022 18:16:40,0.1326,11.8490,60.74,0.6127,11.7164
6655,07/20/2022 18:31:40,0.1296,11.8465,60.57,0.6058,11.7169
6656,07/20/2022 18:46:40,0.1336,11.8524,60.57,0.6151,11.7188
6657,07/20/2022 19:01:40,0.1315,11.8513,60.40,0.6103,11.7198
6658,07/20/2022 19:16:40,0.1327,11.8569,60.23,0.6131,11.7241
6659,07/20/2022 19:31:40,0.1289,11.8543,60.06,0.6042,11.7254
6660,07/20/2022 19:46:40,0.1308,11.8577,59.88,0.6086,11.7269
6661,07/20/2022 20:01:40,0.1284,11.8566,59.71,0.6031,11.7282
6662,07/20/2022 20:16:40,0.1302,11.8607,59.54,0.6072,11.7305
6663,07/20/2022 20:31:40,0.1280,11.8611,59.37,0.6021,11.7331
6664,07/20/2022 20:46:40,0.1293,11.8645,59.19,0.6052,11.7351
6665,07/20/2022 21:01:40,0.1299,11.8675,58.85,0.6065,11.7376
6666,07/20/2022 21:16:40,0.1313,11.8687,58.68,0.6098,11.7373
6667,07/20/2022 21:31:40,0.1254,11.8646,58.51,0.5962,11.7392
6668,07/20/2022 21:46:40,0.1307,11.8710,58.33,0.6084,11.7402
6669,07/20/2022 22:01:40,0.1321,11.8732,57.99,0.6117,11.7411
6670,07/20/2022 22:16:40,0.1329,11.8759,57.82,0.6134,11.7430
6671,07/20/2022 22:31:40,0.1321,11.8752,57.47,0.6115,11.7431
6672,07/20/2022 22:46:40,0.1301,11.8738,57.12,0.6070,11.7437
6673,07/20/2022 23:01:40,0.1291,11.8728,56.95,0.6045,11.7437
6674,07/20/2022 23:16:40,0.1274,11.8706,56.60,0.6006,11.7433
6675,07/20/2022 23:31:40,0.1292,11.8722,56.26,0.6048,11.7430
6676,07/20/2022 23:46:40,0.1300,11.8719,56.09,0.6068,11.7418
6677,07/21/2022 00:01:40,0.1304,11.8712,55.74,0.6076,11.7408
6678,07/21/2022 00:16:40,0.1305,11.8713,55.39,0.6078,11.7408
6679,07/21/2022 00:31:40,0.1302,11.8710,55.22,0.6070,11.7408
6680,07/21/2022 00:46:40,0.1329,11.8725,54.87,0.6133,11.7396
6681,07/21/2022 01:01:40,0.1322,11.8733,54.52,0.6118,11.7411
6682,07/21/2022 01:16:40,0.1296,11.8708,54.35,0.6056,11.7412
6683,07/21/2022 01:31:40,0.1314,11.8724,54.00,0.6099,11.7410
6684,07/21/2022 01:46:40,0.1334,11.8732,53.65,0.6144,11.7398
6685,07/21/2022 02:01:40,0.1306,11.8699,53.48,0.6079,11.7394
6686,07/21/2022 02:16:40,0.1301,11.8700,53.13,0.6067,11.7399
6687,07/21/2022 02:31:40,0.1313,11.8697,52.95,0.6097,11.7383
6688,07/21/2022 02:46:40,0.1273,11.8646,52.60,0.6003,11.7373
6689,07/21/2022 03:01:40,0.1335,11.8706,52.25,0.6147,11.7370
6690,07/21/2022 03:16:40,0.1343,11.8714,51.90,0.6166,11.7370
6691,07/21/2022 03:31:40,0.1344,11.8707,51.55,0.6168,11.7363
6692,07/21/2022 03:46:40,0.1334,11.8704,51.37,0.6143,11.7370
6693,07/21/2022 04:01:40,0.1301,11.8690,51.02,0.6067,11.7389
6694,07/21/2022 04:16:40,0.1317,11.8694,50.84,0.6104,11.7378
6695,07/21/2022 04:31:40,0.1323,11.8695,50.49,0.6119,11.7372
6696,07/21/2022 04:46:40,0.1318,11.8684,50.31,0.6108,11.7366
6697,07/21/2022 05:01:40,0.1305,11.8666,50.14,0.6076,11.7362
6698,07/21/2022 05:16:40,0.1297,11.8670,49.96,0.6059,11.7373
6699,07/21/2022 05:31:40,0.1282,11.8645,49.78,0.6023,11.7363
6700,07/21/2022 05:46:40,0.1304,11.8678,49.60,0.6074,11.7375
6701,07/21/2022 06:01:40,0.1289,11.8668,49.43,0.6039,11.7379
6702,07/21/2022 06:16:40,0.1300,11.8679,49.25,0.6066,11.7379
6703,07/21/2022 06:31:40,0.1275,11.8654,49.07,0.6007,11.7379
6704,07/21/2022 06:46:40,0.1288,11.8673,48.89,0.6037,11.7385
6705,07/21/2022 07:01:40,0.1302,11.8687,48.89,0.6071,11.7385
6706,07/21/2022 07:16:40,0.1351,11.8736,48.72,0.6182,11.7385
6707,07/21/2022 07:31:40,0.1309,11.8695,48.54,0.6086,11.7386
6708,07/21/2022 07:46:40,0.1302,11.8688,48.54,0.6069,11.7386
6709,07/21/2022 08:01:40,0.1328,11.8717,48.54,0.6130,11.7389
6710,07/21/2022 08:16:40,0.1362,11.8754,48.54,0.6209,11.7392
6711,07/21/2022 08:31:40,0.1311,11.8710,48.54,0.6090,11.7399
6712,07/21/2022 08:46:40,0.1305,11.8713,48.72,0.6078,11.7408
6713,07/21/2022 09:01:40,0.1307,11.8709,48.89,0.6082,11.7402
6714,07/21/2022 09:16:40,0.1320,11.8698,49.07,0.6112,11.7378
6715,07/21/2022 09:31:40,0.1344,11.8709,49.25,0.6167,11.7365
6716,07/21/2022 09:46:40,0.1360,11.8705,49.43,0.6204,11.7344
6717,07/21/2022 10:01:40,0.1376,11.8704,49.78,0.6240,11.7328
6718,07/21/2022 10:16:40,0.1359,11.8688,50.14,0.6201,11.7330
6719,07/21/2022 10:31:40,0.1377,11.8717,50.49,0.6243,11.7340
6720,07/21/2022 10:46:40,0.1382,11.8724,50.84,0.6255,11.7341
6721,07/21/2022 11:01:40,0.1380,11.8730,51.20,0.6250,11.7350
6722,07/21/2022 11:16:40,0.1375,11.8700,51.55,0.6238,11.7325
6723,07/21/2022 11:31:40,0.1370,11.8688,52.07,0.6226,11.7318
6724,07/21/2022 11:46:40,0.1372,11.8661,52.60,0.6231,11.7289
6725,07/21/2022 12:01:40,0.1362,11.8638,52.95,0.6208,11.7276
6726,07/21/2022 12:16:40,0.1374,11.8633,53.48,0.6237,11.7259
6727,07/21/2022 12:31:40,0.1357,11.8591,54.00,0.6198,11.7234
6728,07/21/2022 12:46:40,0.1333,11.8542,54.52,0.6142,11.7209
6729,07/21/2022 13:01:40,0.1364,11.8567,55.04,0.6215,11.7202
6730,07/21/2022 13:16:40,0.1365,11.8532,55.56,0.6216,11.7167
6731,07/21/2022 13:31:40,0.1348,11.8508,56.26,0.6178,11.7160
6732,07/21/2022 13:46:40,0.1365,11.8511,56.78,0.6217,11.7146
6733,07/21/2022 14:01:40,0.1363,11.8469,57.30,0.6212,11.7106
6734,07/21/2022 14:16:40,0.1353,11.8464,57.82,0.6190,11.7111
6735,07/21/2022 14:31:40,0.1327,11.8408,58.33,0.6130,11.7080
6736,07/21/2022 14:46:40,0.1355,11.8407,58.68,0.6195,11.7051
6737,07/21/2022 15:01:40,0.1300,11.8332,59.02,0.6067,11.7032
6738,07/21/2022 15:16:40,0.1357,11.8386,59.54,0.6198,11.7030
6739,07/21/2022 15:31:40,0.1326,11.8353,59.71,0.6127,11.7027
6740,07/21/2022 15:46:40,0.1329,11.8307,60.06,0.6134,11.6979
6741,07/21/2022 16:01:40,0.1380,11.8340,60.23,0.6253,11.6960
6742,07/21/2022 16:16:40,0.1281,11.8200,60.23,0.6024,11.6919
6743,07/21/2022 16:31:40,0.1312,11.8237,60.23,0.6095,11.6925
6744,07/21/2022 16:46:40,0.1317,11.8240,60.40,0.6106,11.6924
6745,07/21/2022 17:01:40,0.1293,11.8189,60.40,0.6051,11.6896
6746,07/21/2022 17:16:40,0.1304,11.8189,60.40,0.6078,11.6884
6747,07/21/2022 17:31:40,0.1335,11.8203,60.40,0.6149,11.6869
6748,07/21/2022 17:46:40,0.1307,11.8174,60.40,0.6084,11.6867
6749,07/21/2022 18:01:40,0.1339,11.8171,60.23,0.6157,11.6832
6750,07/21/2022 18:16:40,0.1287,11.8112,60.23,0.6037,11.6825
6751,07/21/2022 18:31:40,0.1288,11.8086,60.06,0.6039,11.6799
6752,07/21/2022 18:46:40,0.1255,11.8069,59.88,0.5964,11.6813
6753,07/21/2022 19:01:40,0.1307,11.8132,59.71,0.6083,11.6825
6754,07/21/2022 19:16:40,0.1303,11.8128,59.54,0.6075,11.6825
6755,07/21/2022 19:31:40,0.1260,11.8088,59.37,0.5976,11.6828
6756,07/21/2022 19:46:40,0.1254,11.8100,59.19,0.5962,11.6845
6757,07/21/2022 20:01:40,0.1273,11.8126,59.02,0.6006,11.6853
6758,07/21/2022 20:16:40,0.1272,11.8142,58.68,0.6002,11.6870
6759,07/21/2022 20:31:40,0.1254,11.8131,58.51,0.5960,11.6877
6760,07/21/2022 20:46:40,0.1262,11.8169,58.16,0.5980,11.6906
6761,07/21/2022 21:01:40,0.1298,11.8217,57.99,0.6062,11.6919
6762,07/21/2022 21:16:40,0.1258,11.8203,57.64,0.5969,11.6945
6763,07/21/2022 21:31:40,0.1274,11.8229,57.47,0.6006,11.6956
6764,07/21/2022 21:46:40,0.1281,11.8267,57.12,0.6023,11.6986
6765,07/21/2022 22:01:40,0.1277,11.8268,56.78,0.6015,11.6990
6766,07/21/2022 22:16:40,0.1277,11.8287,56.60,0.6015,11.7009
6767,07/21/2022 22:31:40,0.1262,11.8273,56.26,0.5979,11.7011
6768,07/21/2022 22:46:40,0.1284,11.8288,55.91,0.6029,11.7005
6769,07/21/2022 23:01:40,0.1285,11.8285,55.74,0.6031,11.7000
6770,07/21/2022 23:16:40,0.1300,11.8293,55.39,0.6067,11.6993
6771,07/21/2022 23:31:40,0.1299,11.8287,55.04,0.6065,11.6987
6772,07/21/2022 23:46:40,0.1275,11.8273,54.70,0.6009,11.6998
6773,07/22/2022 00:01:40,0.1278,11.8262,54.52,0.6015,11.6985
6774,07/22/2022 00:16:40,0.1267,11.8263,54.17,0.5990,11.6996
6775,07/22/2022 00:31:40,0.1294,11.8286,53.82,0.6053,11.6992
6776,07/22/2022 00:46:40,0.1297,11.8275,53.65,0.6059,11.6979
6777,07/22/2022 01:01:40,0.1292,11.8269,53.30,0.6047,11.6977
6778,07/22/2022 01:16:40,0.1291,11.8244,53.13,0.6045,11.6953
6779,07/22/2022 01:31:40,0.1298,11.8237,52.78,0.6060,11.6940
6780,07/22/2022 01:46:40,0.1247,11.8175,52.60,0.5944,11.6928
6781,07/22/2022 02:01:40,0.1240,11.8168,52.25,0.5928,11.6928
6782,07/22/2022 02:16:40,0.1284,11.8209,52.07,0.6029,11.6925
6783,07/22/2022 02:31:40,0.1268,11.8199,51.90,0.5991,11.6931
6784,07/22/2022 02:46:40,0.1308,11.8229,51.55,0.6085,11.6921
6785,07/22/2022 03:01:40,0.1291,11.8233,51.37,0.6044,11.6942
6786,07/22/2022 03:16:40,0.1292,11.8237,51.20,0.6047,11.6945
6787,07/22/2022 03:31:40,0.1322,11.8260,50.84,0.6116,11.6938
6788,07/22/2022 03:46:40,0.1304,11.8242,50.67,0.6074,11.6938
6789,07/22/2022 04:01:40,0.1293,11.8224,50.49,0.6050,11.6931
6790,07/22/2022 04:16:40,0.1284,11.8221,50.31,0.6029,11.6937
6791,07/22/2022 04:31:40,0.1287,11.8240,50.14,0.6035,11.6953
6792,07/22/2022 04:46:40,0.1301,11.8244,49.96,0.6068,11.6942
6793,07/22/2022 05:01:40,0.1283,11.8226,49.78,0.6026,11.6942
6794,07/22/2022 05:16:40,0.1303,11.8252,49.60,0.6073,11.6948
6795,07/22/2022 05:31:40,0.1278,11.8234,49.43,0.6015,11.6956
6796,07/22/2022 05:46:40,0.1321,11.8275,49.25,0.6113,11.6954
6797,07/22/2022 06:01:40,0.1314,11.8279,49.07,0.6099,11.6964
6798,07/22/2022 06:16:40,0.1285,11.8253,48.89,0.6030,11.6969
6799,07/22/2022 06:31:40,0.1287,11.8265,48.72,0.6036,11.6977
6800,07/22/2022 06:46:40,0.1321,11.8302,48.72,0.6114,11.6980
6801,07/22/2022 07:01:40,0.1319,11.8291,48.54,0.6110,11.6971
6802,07/22/2022 07:16:40,0.1318,11.8295,48.36,0.6106,11.6977
6803,07/22/2022 07:31:40,0.1325,11.8295,48.36,0.6123,11.6970
6804,07/22/2022 07:46:40,0.1305,11.8277,48.18,0.6078,11.6971
6805,07/22/2022 08:01:40,0.1308,11.8284,48.18,0.6085,11.6976
6806,07/22/2022 08:16:40,0.1348,11.8328,48.18,0.6176,11.6980
6807,07/22/2022 08:31:40,0.1319,11.8306,48.18,0.6109,11.6987
6808,07/22/2022 08:46:40,0.1315,11.8288,48.36,0.6099,11.6973
6809,07/22/2022 09:01:40,0.1302,11.8261,48.54,0.6069,11.6960
6810,07/22/2022 09:16:40,0.1335,11.8272,48.72,0.6147,11.6937
6811,07/22/2022 09:31:40,0.1346,11.8275,48.89,0.6171,11.6929
6812,07/22/2022 09:46:40,0.1345,11.8279,49.07,0.6169,11.6934
6813,07/22/2022 10:01:40,0.1353,11.8282,49.25,0.6187,11.6929
6814,07/22/2022 10:16:40,0.1355,11.8281,49.60,0.6191,11.6927
6815,07/22/2022 10:31:40,0.1324,11.8251,49.96,0.6122,11.6927
6816,07/22/2022 10:46:40,0.1346,11.8258,50.31,0.6171,11.6912
6817,07/22/2022 11:01:40,0.1368,11.8271,50.67,0.6223,11.6903
6818,07/22/2022 11:16:40,0.1354,11.8256,51.02,0.6190,11.6902
6819,07/22/2022 11:31:40,0.1375,11.8262,51.37,0.6239,11.6887
6820,07/22/2022 11:46:40,0.1336,11.8221,51.90,0.6150,11.6884
6821,07/22/2022 12:01:40,0.1346,11.8220,52.25,0.6171,11.6874
6822,07/22/2022 12:16:40,0.1389,11.8244,52.78,0.6271,11.6855
6823,07/22/2022 12:31:40,0.1338,11.8181,53.30,0.6154,11.6842
6824,07/22/2022 12:46:40,0.1362,11.8168,53.82,0.6210,11.6806
6825,07/22/2022 13:01:40,0.1350,11.8163,54.35,0.6182,11.6813
6826,07/22/2022 13:16:40,0.1367,11.8162,55.04,0.6221,11.6795
6827,07/22/2022 13:31:40,0.1340,11.8120,55.56,0.6159,11.6780
6828,07/22/2022 13:46:40,0.1352,11.8108,56.09,0.6187,11.6755
6829,07/22/2022 14:01:40,0.1329,11.8058,56.60,0.6134,11.6729
6830,07/22/2022 14:16:40,0.1364,11.8090,57.12,0.6214,11.6726
6831,07/22/2022 14:31:40,0.1341,11.8056,57.64,0.6162,11.6715
6832,07/22/2022 14:46:40,0.1331,11.8018,57.99,0.6138,11.6687
6833,07/22/2022 15:01:40,0.1333,11.8006,58.51,0.6143,11.6673
6834,07/22/2022 15:16:40,0.1341,11.7986,59.02,0.6162,11.6645
6835,07/22/2022 15:31:40,0.1308,11.7938,59.19,0.6087,11.6629
6836,07/22/2022 15:46:40,0.1333,11.7959,59.54,0.6143,11.6626
6837,07/22/2022 16:01:40,0.1346,11.7947,59.71,0.6173,11.6602
6838,07/22/2022 16:16:40,0.1266,11.7862,59.88,0.5990,11.6596
6839,07/22/2022 16:31:40,0.1306,11.7892,59.88,0.6082,11.6586
6840,07/22/2022 16:46:40,0.1344,11.7906,59.88,0.6169,11.6562
6841,07/22/2022 17:01:40,0.1293,11.7862,59.88,0.6050,11.6570
6842,07/22/2022 17:16:40,0.1301,11.7855,59.88,0.6070,11.6554
6843,07/22/2022 17:31:40,0.1301,11.7862,59.88,0.6070,11.6561
6844,07/22/2022 17:46:40,0.1290,11.7837,59.71,0.6045,11.6547
6845,07/22/2022 18:01:40,0.1302,11.7844,59.71,0.6072,11.6542
6846,07/22/2022 18:16:40,0.1303,11.7837,59.71,0.6076,11.6533
6847,07/22/2022 18:31:40,0.1283,11.7826,59.54,0.6028,11.6544
6848,07/22/2022 18:46:40,0.1296,11.7845,59.37,0.6058,11.6549
6849,07/22/2022 19:01:40,0.1287,11.7842,59.19,0.6037,11.6555
6850,07/22/2022 19:16:40,0.1292,11.7871,59.19,0.6048,11.6580
6851,07/22/2022 19:31:40,0.1264,11.7868,59.02,0.5983,11.6605
6852,07/22/2022 19:46:40,0.1235,11.7850,58.85,0.5918,11.6615
6853,07/22/2022 20:01:40,0.1244,11.7876,58.68,0.5939,11.6632
6854,07/22/2022 20:16:40,0.1231,11.7888,58.51,0.5908,11.6657
6855,07/22/2022 20:31:40,0.1253,11.7921,58.33,0.5959,11.6668
6856,07/22/2022 20:46:40,0.1243,11.7926,58.16,0.5935,11.6683
6857,07/22/2022 21:01:40,0.1236,11.7934,57.82,0.5920,11.6697
6858,07/22/2022 21:16:40,0.1217,11.7949,57.47,0.5876,11.6732
6859,07/22/2022 21:31:40,0.1217,11.7995,57.12,0.5876,11.6777
6860,07/22/2022 21:46:40,0.1242,11.8047,56.78,0.5933,11.6805
6861,07/22/2022 22:01:40,0.1243,11.8063,56.43,0.5936,11.6819
6862,07/22/2022 22:16:40,0.1220,11.8052,56.26,0.5881,11.6832
6863,07/22/2022 22:31:40,0.1246,11.8082,55.91,0.5941,11.6837
6864,07/22/2022 22:46:40,0.1252,11.8090,55.56,0.5957,11.6838
6865,07/22/2022 23:01:40,0.1231,11.8077,55.22,0.5908,11.6845
6866,07/22/2022 23:16:40,0.1246,11.8100,54.87,0.5941,11.6854
6867,07/22/2022 23:31:40,0.1236,11.8078,54.52,0.5918,11.6842
6868,07/22/2022 23:46:40,0.1246,11.8109,54.17,0.5941,11.6863
6869,07/23/2022 00:01:40,0.1260,11.8117,53.82,0.5974,11.6857
6870,07/23/2022 00:16:40,0.1234,11.8074,53.48,0.5914,11.6839
6871,07/23/2022 00:31:40,0.1217,11.8052,53.13,0.5875,11.6835
6872,07/23/2022 00:46:40,0.1232,11.8053,52.78,0.5910,11.6821
6873,07/23/2022 01:01:40,0.1242,11.8061,52.43,0.5932,11.6819
6874,07/23/2022 01:16:40,0.1265,11.8077,52.07,0.5985,11.6812
6875,07/23/2022 01:31:40,0.1266,11.8081,51.90,0.5988,11.6815
6876,07/23/2022 01:46:40,0.1253,11.8045,51.55,0.5958,11.6792
6877,07/23/2022 02:01:40,0.1255,11.8049,51.37,0.5961,11.6795
6878,07/23/2022 02:16:40,0.1266,11.8057,51.02,0.5986,11.6792
6879,07/23/2022 02:31:40,0.1236,11.8047,50.84,0.5918,11.6810
6880,07/23/2022 02:46:40,0.1271,11.8088,50.67,0.5999,11.6816
6881,07/23/2022 03:01:40,0.1262,11.8088,50.31,0.5977,11.6826
6882,07/23/2022 03:16:40,0.1242,11.8070,50.14,0.5933,11.6828
6883,07/23/2022 03:31:40,0.1268,11.8093,49.78,0.5992,11.6825
6884,07/23/2022 03:46:40,0.1262,11.8097,49.60,0.5978,11.6835
6885,07/23/2022 04:01:40,0.1249,11.8079,49.43,0.5946,11.6831
6886,07/23/2022 04:16:40,0.1272,11.8098,49.25,0.6000,11.6826
6887,07/23/2022 04:31:40,0.1251,11.8095,49.07,0.5952,11.6844
6888,07/23/2022 04:46:40,0.1251,11.8099,48.89,0.5951,11.6848
6889,07/23/2022 05:01:40,0.1250,11.8107,48.54,0.5950,11.6857
6890,07/23/2022 05:16:40,0.1272,11.8133,48.36,0.6000,11.6861
6891,07/23/2022 05:31:40,0.1285,11.8159,48.18,0.6030,11.6874
6892,07/23/2022 05:46:40,0.1263,11.8156,48.00,0.5979,11.6893
6893,07/23/2022 06:01:40,0.1276,11.8182,47.82,0.6009,11.6906
6894,07/23/2022 06:16:40,0.1267,11.8175,47.82,0.5989,11.6908
6895,07/23/2022 06:31:40,0.1252,11.8186,47.65,0.5955,11.6934
6896,07/23/2022 06:46:40,0.1265,11.8198,47.47,0.5985,11.6932
6897,07/23/2022 07:01:40,0.1243,11.8165,47.29,0.5933,11.6922
6898,07/23/2022 07:16:40,0.1269,11.8187,47.29,0.5994,11.6918
6899,07/23/2022 07:31:40,0.1291,11.8213,47.11,0.6044,11.6922
6900,07/23/2022 07:46:40,0.1263,11.8176,47.11,0.5979,11.6913
6901,07/23/2022 08:01:40,0.1249,11.8166,46.93,0.5948,11.6916
6902,07/23/2022 08:16:40,0.1321,11.8246,46.93,0.6114,11.6925
6903,07/23/2022 08:31:40,0.1266,11.8191,47.11,0.5986,11.6925
6904,07/23/2022 08:46:40,0.1291,11.8216,47.29,0.6045,11.6925
6905,07/23/2022 09:01:40,0.1268,11.8190,47.47,0.5991,11.6922
6906,07/23/2022 09:16:40,0.1315,11.8230,47.65,0.6100,11.6915
6907,07/23/2022 09:31:40,0.1329,11.8241,47.82,0.6132,11.6912
6908,07/23/2022 09:46:40,0.1325,11.8215,48.00,0.6122,11.6890
6909,07/23/2022 10:01:40,0.1309,11.8199,48.36,0.6086,11.6890
6910,07/23/2022 10:16:40,0.1331,11.8210,48.54,0.6137,11.6879
6911,07/23/2022 10:31:40,0.1314,11.8172,48.89,0.6098,11.6858
6912,07/23/2022 10:46:40,0.1331,11.8182,49.43,0.6137,11.6851
6913,07/23/2022 11:01:40,0.1314,11.8159,49.78,0.6098,11.6845
6914,07/23/2022 11:16:40,0.1315,11.8159,50.14,0.6099,11.6844
6915,07/23/2022 11:31:40,0.1292,11.8146,50.67,0.6048,11.6854
6916,07/23/2022 11:46:40,0.1334,11.8168,51.02,0.6144,11.6834
6917,07/23/2022 12:01:40,0.1314,11.8133,51.55,0.6098,11.6819
6918,07/23/2022 12:16:40,0.1325,11.8136,52.07,0.6124,11.6810
6919,07/23/2022 12:31:40,0.1336,11.8138,52.60,0.6150,11.6802
6920,07/23/2022 12:46:40,0.1312,11.8104,53.13,0.6094,11.6792
6921,07/23/2022 13:01:40,0.1325,11.8099,53.65,0.6123,11.6774
6922,07/23/2022 13:16:40,0.1314,11.8087,54.17,0.6098,11.6773
6923,07/23/2022 13:31:40,0.1306,11.8063,54.87,0.6080,11.6757
6924,07/23/2022 13:46:40,0.1308,11.8058,55.39,0.6085,11.6750
6925,07/23/2022 14:01:40,0.1305,11.8060,55.91,0.6078,11.6755
6926,07/23/2022 14:16:40,0.1322,11.8070,56.43,0.6117,11.6748
6927,07/23/2022 14:31:40,0.1331,11.8050,56.95,0.6139,11.6719
6928,07/23/2022 14:46:40,0.1298,11.8020,57.30,0.6062,11.6722
6929,07/23/2022 15:01:40,0.1337,11.8052,57.82,0.6152,11.6715
6930,07/23/2022 15:16:40,0.1330,11.8032,58.33,0.6137,11.6702
6931,07/23/2022 15:31:40,0.1296,11.7976,58.51,0.6059,11.6680
6932,07/23/2022 15:46:40,0.1326,11.7990,58.85,0.6128,11.6664
6933,07/23/2022 16:01:40,0.1318,11.7986,59.02,0.6108,11.6668
6934,07/23/2022 16:16:40,0.1235,11.7879,59.19,0.5917,11.6644
6935,07/23/2022 16:31:40,0.1314,11.7945,59.19,0.6101,11.6631
6936,07/23/2022 16:46:40,0.1297,11.7923,59.19,0.6060,11.6626
6937,07/23/2022 17:01:40,0.1270,11.7897,59.37,0.5999,11.6626
6938,07/23/2022 17:16:40,0.1274,11.7886,59.19,0.6008,11.6612
6939,07/23/2022 17:31:40,0.1266,11.7879,59.19,0.5988,11.6613
6940,07/23/2022 17:46:40,0.1290,11.7893,59.19,0.6045,11.6603
6941,07/23/2022 18:01:40,0.1240,11.7835,59.19,0.5929,11.6594
6942,07/23/2022 18:16:40,0.1281,11.7876,59.02,0.6024,11.6594
6943,07/23/2022 18:31:40,0.1259,11.7858,58.85,0.5972,11.6599
6944,07/23/2022 18:46:40,0.1279,11.7891,58.68,0.6020,11.6612
6945,07/23/2022 19:01:40,0.1253,11.7876,58.68,0.5959,11.6623
6946,07/23/2022 19:16:40,0.1276,11.7910,58.51,0.6013,11.6634
