"";"X.";"Date.Time..PST.PDT.";"Ch..1...Differential.Pressure....psi.";"Ch..2...Absolute.Pressure....psi.";"Ch..3...Temperature.....F..";"Water.Level....ft.";"Barometric.Pressure....psi."
"8056";8056;"09/27/2022 10:38:29";"0.0708";"11.5762";"46.03";0,4288;"11.5054"
"8057";8057;"09/27/2022 10:53:29";"0.0717";"11.5774";"46.39";0,4308;"11.5057"
"8058";8058;"09/27/2022 11:08:29";"0.0706";"11.5770";"46.93";0,4283;"11.5064"
"8059";8059;"09/27/2022 11:23:29";"0.0704";"11.5751";"47.65";0,4279;"11.5047"
"8060";8060;"09/27/2022 11:38:29";"0.0696";"11.5728";"48.18";0,4261;"11.5032"
"8061";8061;"09/27/2022 11:53:29";"0.0711";"11.5734";"48.89";0,4296;"11.5022"
"8062";8062;"09/27/2022 12:08:29";"0.0688";"11.5689";"49.60";0,4242;"11.5002"
"8063";8063;"09/27/2022 12:23:29";"0.0703";"11.5698";"50.14";0,4278;"11.4995"
"8064";8064;"09/27/2022 12:38:29";"0.0724";"11.5697";"50.84";0,4325;"11.4973"
"8065";8065;"09/27/2022 12:53:29";"0.0707";"11.5665";"51.55";0,4286;"11.4958"
"8066";8066;"09/27/2022 13:08:29";"0.0712";"11.5667";"52.43";0,4297;"11.4955"
"8067";8067;"09/27/2022 13:23:29";"0.0697";"11.5623";"53.13";0,4262;"11.4926"
"8068";8068;"09/27/2022 13:38:29";"0.0713";"11.5641";"53.48";0,43;"11.4928"
"8069";8069;"09/27/2022 13:53:29";"0.0725";"11.5650";"53.65";0,4327;"11.4925"
"8070";8070;"09/27/2022 14:08:29";"0.0700";"11.5616";"53.82";0,4269;"11.4916"
"8071";8071;"09/27/2022 14:23:29";"0.0704";"11.5613";"54.00";0,4278;"11.4909"
"8072";8072;"09/27/2022 14:38:29";"0.0693";"11.5591";"54.17";0,4254;"11.4897"
"8073";8073;"09/27/2022 14:53:29";"0.0701";"11.5578";"54.17";0,4273;"11.4877"
"8074";8074;"09/27/2022 15:08:29";"0.0720";"11.5572";"54.17";0,4315;"11.4852"
"8075";8075;"09/27/2022 15:23:29";"0.0708";"11.5563";"54.00";0,4287;"11.4855"
"8076";8076;"09/27/2022 15:38:29";"0.0677";"11.5513";"54.00";0,4217;"11.4837"
"8077";8077;"09/27/2022 15:53:29";"0.0702";"11.5535";"53.82";0,4274;"11.4834"
"8078";8078;"09/27/2022 16:08:29";"0.0709";"11.5536";"53.48";0,4291;"11.4826"
"8079";8079;"09/27/2022 16:23:29";"0.0681";"11.5493";"53.13";0,4227;"11.4812"
"8080";8080;"09/27/2022 16:38:29";"0.0696";"11.5521";"52.95";0,4261;"11.4825"
"8081";8081;"09/27/2022 16:53:29";"0.0716";"11.5531";"52.78";0,4306;"11.4815"
"8082";8082;"09/27/2022 17:08:29";"0.0696";"11.5506";"52.43";0,426;"11.4810"
"8083";8083;"09/27/2022 17:23:29";"0.0697";"11.5516";"52.25";0,4262;"11.4819"
"8084";8084;"09/27/2022 17:38:29";"0.0703";"11.5522";"51.90";0,4277;"11.4819"
"8085";8085;"09/27/2022 17:53:29";"0.0683";"11.5498";"51.55";0,4232;"11.4815"
"8086";8086;"09/27/2022 18:08:29";"0.0687";"11.5505";"51.20";0,424;"11.4818"
"8087";8087;"09/27/2022 18:23:29";"0.0672";"11.5493";"50.84";0,4206;"11.4821"
"8088";8088;"09/27/2022 18:38:29";"0.0682";"11.5508";"50.67";0,4229;"11.4826"
"8089";8089;"09/27/2022 18:53:29";"0.0706";"11.5540";"50.31";0,4284;"11.4834"
"8090";8090;"09/27/2022 19:08:29";"0.0709";"11.5549";"50.14";0,4289;"11.4841"
"8091";8091;"09/27/2022 19:23:29";"0.0689";"11.5537";"49.78";0,4246;"11.4848"
"8092";8092;"09/27/2022 19:38:29";"0.0700";"11.5557";"49.43";0,4269;"11.4857"
"8093";8093;"09/27/2022 19:53:29";"0.0705";"11.5566";"49.25";0,4281;"11.4861"
"8094";8094;"09/27/2022 20:08:29";"0.0709";"11.5579";"48.89";0,429;"11.4870"
"8095";8095;"09/27/2022 20:23:29";"0.0678";"11.5564";"48.72";0,4219;"11.4886"
"8096";8096;"09/27/2022 20:38:29";"0.0694";"11.5601";"48.36";0,4255;"11.4908"
"8097";8097;"09/27/2022 20:53:29";"0.0693";"11.5602";"48.00";0,4253;"11.4909"
"8098";8098;"09/27/2022 21:08:29";"0.0687";"11.5617";"47.82";0,4239;"11.4931"
"8099";8099;"09/27/2022 21:23:29";"0.0712";"11.5658";"47.65";0,4298;"11.4945"
"8100";8100;"09/27/2022 21:38:29";"0.0697";"11.5664";"47.29";0,4264;"11.4967"
"8101";8101;"09/27/2022 21:53:29";"0.0726";"11.5699";"47.11";0,4329;"11.4973"
"8102";8102;"09/27/2022 22:08:29";"0.0723";"11.5696";"46.93";0,4322;"11.4973"
"8103";8103;"09/27/2022 22:23:29";"0.0712";"11.5674";"46.75";0,4297;"11.4963"
"8104";8104;"09/27/2022 22:38:29";"0.0741";"11.5702";"46.57";0,4364;"11.4961"
"8105";8105;"09/27/2022 22:53:29";"0.0700";"11.5662";"46.39";0,4269;"11.4963"
"8106";8106;"09/27/2022 23:08:29";"0.0711";"11.5684";"46.21";0,4296;"11.4973"
"8107";8107;"09/27/2022 23:23:29";"0.0718";"11.5675";"46.03";0,4312;"11.4957"
"8108";8108;"09/27/2022 23:38:29";"0.0722";"11.5679";"45.85";0,4319;"11.4957"
"8109";8109;"09/27/2022 23:53:29";"0.0721";"11.5672";"45.85";0,4318;"11.4951"
"8110";8110;"09/28/2022 00:08:29";"0.0726";"11.5669";"45.67";0,4328;"11.4944"
"8111";8111;"09/28/2022 00:23:29";"0.0733";"11.5673";"45.49";0,4346;"11.4940"
"8112";8112;"09/28/2022 00:38:29";"0.0718";"11.5660";"45.49";0,4311;"11.4942"
"8113";8113;"09/28/2022 00:53:29";"0.0708";"11.5664";"45.31";0,4289;"11.4955"
"8114";8114;"09/28/2022 01:08:29";"0.0699";"11.5676";"45.31";0,4267;"11.4977"
"8115";8115;"09/28/2022 01:23:29";"0.0718";"11.5701";"45.31";0,4311;"11.4983"
"8116";8116;"09/28/2022 01:38:29";"0.0728";"11.5701";"45.31";0,4334;"11.4973"
"8117";8117;"09/28/2022 01:53:29";"0.0713";"11.5692";"45.12";0,43;"11.4979"
"8118";8118;"09/28/2022 02:08:29";"0.0713";"11.5698";"45.12";0,4301;"11.4984"
"8119";8119;"09/28/2022 02:23:29";"0.0715";"11.5704";"45.12";0,4305;"11.4989"
"8120";8120;"09/28/2022 02:38:29";"0.0724";"11.5704";"45.12";0,4325;"11.4980"
"8121";8121;"09/28/2022 02:53:29";"0.0721";"11.5704";"45.12";0,4318;"11.4983"
"8122";8122;"09/28/2022 03:08:29";"0.0691";"11.5661";"45.12";0,4249;"11.4970"
"8123";8123;"09/28/2022 03:23:29";"0.0711";"11.5679";"45.12";0,4295;"11.4969"
"8124";8124;"09/28/2022 03:38:29";"0.0692";"11.5658";"44.94";0,4252;"11.4966"
"8125";8125;"09/28/2022 03:53:29";"0.0730";"11.5676";"44.94";0,4338;"11.4947"
"8126";8126;"09/28/2022 04:08:29";"0.0720";"11.5661";"44.76";0,4316;"11.4941"
"8127";8127;"09/28/2022 04:23:29";"0.0727";"11.5661";"44.76";0,4333;"11.4934"
"8128";8128;"09/28/2022 04:38:29";"0.0705";"11.5621";"44.58";0,4281;"11.4916"
"8129";8129;"09/28/2022 04:53:29";"0.0682";"11.5609";"44.58";0,423;"11.4926"
"8130";8130;"09/28/2022 05:08:29";"0.0694";"11.5615";"44.58";0,4257;"11.4921"
"8131";8131;"09/28/2022 05:23:29";"0.0703";"11.5615";"44.58";0,4277;"11.4912"
"8132";8132;"09/28/2022 05:38:29";"0.0718";"11.5640";"44.58";0,431;"11.4922"
"8133";8133;"09/28/2022 05:53:29";"0.0700";"11.5640";"44.58";0,427;"11.4940"
"8134";8134;"09/28/2022 06:08:29";"0.0703";"11.5640";"44.58";0,4277;"11.4937"
"8135";8135;"09/28/2022 06:23:29";"0.0710";"11.5627";"44.58";0,4292;"11.4918"
"8136";8136;"09/28/2022 06:38:29";"0.0708";"11.5646";"44.58";0,4288;"11.4938"
"8137";8137;"09/28/2022 06:53:29";"0.0710";"11.5658";"44.58";0,4293;"11.4948"
"8138";8138;"09/28/2022 07:08:29";"0.0710";"11.5658";"44.58";0,4293;"11.4948"
"8139";8139;"09/28/2022 07:23:29";"0.0704";"11.5652";"44.58";0,4279;"11.4948"
"8140";8140;"09/28/2022 07:38:29";"0.0689";"11.5640";"44.58";0,4244;"11.4951"
"8141";8141;"09/28/2022 07:53:29";"0.0704";"11.5634";"44.58";0,428;"11.4929"
"8142";8142;"09/28/2022 08:08:29";"0.0684";"11.5609";"44.58";0,4233;"11.4925"
"8143";8143;"09/28/2022 08:23:29";"0.0691";"11.5615";"44.58";0,425;"11.4924"
"8144";8144;"09/28/2022 08:38:29";"0.0692";"11.5630";"44.76";0,4252;"11.4938"
"8145";8145;"09/28/2022 08:53:29";"0.0685";"11.5639";"44.94";0,4236;"11.4954"
"8146";8146;"09/28/2022 09:08:29";"0.0668";"11.5621";"44.94";0,4197;"11.4953"
"8147";8147;"09/28/2022 09:23:29";"0.0709";"11.5667";"45.12";0,429;"11.4958"
"8148";8148;"09/28/2022 09:38:29";"0.0674";"11.5651";"45.31";0,4211;"11.4977"
"8149";8149;"09/28/2022 09:53:29";"0.0690";"11.5676";"45.67";0,4246;"11.4986"
"8150";8150;"09/28/2022 10:08:29";"0.0699";"11.5688";"46.03";0,4267;"11.4989"
"8151";8151;"09/28/2022 10:23:29";"0.0700";"11.5687";"46.39";0,4269;"11.4987"
"8152";8152;"09/28/2022 10:38:29";"0.0676";"11.5668";"46.75";0,4216;"11.4992"
"8153";8153;"09/28/2022 10:53:29";"0.0705";"11.5693";"47.11";0,4282;"11.4987"
"8154";8154;"09/28/2022 11:08:29";"0.0678";"11.5655";"47.47";0,4219;"11.4977"
"8155";8155;"09/28/2022 11:23:29";"0.0685";"11.5645";"48.00";0,4236;"11.4960"
"8156";8156;"09/28/2022 11:38:29";"0.0696";"11.5647";"48.54";0,4261;"11.4951"
"8157";8157;"09/28/2022 11:53:29";"0.0724";"11.5662";"49.07";0,4325;"11.4938"
"8158";8158;"09/28/2022 12:08:29";"0.0697";"11.5627";"49.60";0,4262;"11.4931"
"8159";8159;"09/28/2022 12:23:29";"0.0710";"11.5624";"50.14";0,4294;"11.4913"
"8160";8160;"09/28/2022 12:38:29";"0.0714";"11.5623";"50.84";0,4301;"11.4909"
"8161";8161;"09/28/2022 12:53:29";"0.0711";"11.5588";"51.37";0,4295;"11.4877"
"8162";8162;"09/28/2022 13:08:29";"0.0698";"11.5550";"52.07";0,4264;"11.4852"
"8163";8163;"09/28/2022 13:23:29";"0.0706";"11.5552";"52.60";0,4283;"11.4847"
"8164";8164;"09/28/2022 13:38:29";"0.0732";"11.5561";"52.78";0,4344;"11.4829"
"8165";8165;"09/28/2022 13:53:29";"0.0714";"11.5546";"52.95";0,4301;"11.4832"
"8166";8166;"09/28/2022 14:08:29";"0.0715";"11.5540";"52.95";0,4303;"11.4825"
"8167";8167;"09/28/2022 14:23:29";"0.0711";"11.5521";"52.95";0,4294;"11.4810"
"8168";8168;"09/28/2022 14:38:29";"0.0698";"11.5487";"52.78";0,4266;"11.4789"
"8169";8169;"09/28/2022 14:53:29";"0.0698";"11.5475";"52.78";0,4265;"11.4777"
"8170";8170;"09/28/2022 15:08:29";"0.0706";"11.5444";"52.78";0,4283;"11.4738"
"8171";8171;"09/28/2022 15:23:29";"0.0727";"11.5472";"52.60";0,4331;"11.4745"
"8172";8172;"09/28/2022 15:38:29";"0.0696";"11.5419";"52.43";0,4261;"11.4723"
"8173";8173;"09/28/2022 15:53:29";"0.0713";"11.5413";"52.43";0,43;"11.4700"
"8174";8174;"09/28/2022 16:08:29";"0.0708";"11.5392";"52.25";0,4287;"11.4684"
"8175";8175;"09/28/2022 16:23:29";"0.0703";"11.5383";"52.07";0,4276;"11.4680"
"8176";8176;"09/28/2022 16:38:29";"0.0715";"11.5377";"51.72";0,4303;"11.4662"
"8177";8177;"09/28/2022 16:53:29";"0.0697";"11.5349";"51.55";0,4263;"11.4652"
"8178";8178;"09/28/2022 17:08:29";"0.0726";"11.5371";"51.37";0,433;"11.4645"
"8179";8179;"09/28/2022 17:23:29";"0.0694";"11.5335";"51.02";0,4256;"11.4641"
"8180";8180;"09/28/2022 17:38:29";"0.0659";"11.5313";"50.84";0,4177;"11.4654"
"8181";8181;"09/28/2022 17:53:29";"0.0667";"11.5335";"50.67";0,4194;"11.4668"
"8182";8182;"09/28/2022 18:08:29";"0.0663";"11.5338";"50.49";0,4185;"11.4676"
"8183";8183;"09/28/2022 18:23:29";"0.0670";"11.5351";"50.14";0,4201;"11.4681"
"8184";8184;"09/28/2022 18:38:29";"0.0676";"11.5348";"49.96";0,4214;"11.4673"
"8185";8185;"09/28/2022 18:53:29";"0.0662";"11.5324";"49.60";0,4182;"11.4662"
"8186";8186;"09/28/2022 19:08:29";"0.0666";"11.5346";"49.43";0,4192;"11.4680"
"8187";8187;"09/28/2022 19:23:29";"0.0674";"11.5371";"49.07";0,421;"11.4697"
"8188";8188;"09/28/2022 19:38:29";"0.0664";"11.5393";"48.89";0,4187;"11.4729"
"8189";8189;"09/28/2022 19:53:29";"0.0675";"11.5443";"48.54";0,4212;"11.4768"
"8190";8190;"09/28/2022 20:08:29";"0.0696";"11.5471";"48.36";0,426;"11.4776"
"8191";8191;"09/28/2022 20:23:29";"0.0677";"11.5472";"48.00";0,4218;"11.4794"
"8192";8192;"09/28/2022 20:38:29";"0.0683";"11.5497";"47.65";0,4232;"11.4813"
"8193";8193;"09/28/2022 20:53:29";"0.0710";"11.5522";"47.29";0,4293;"11.4812"
"8194";8194;"09/28/2022 21:08:29";"0.0696";"11.5516";"46.93";0,426;"11.4821"
"8195";8195;"09/28/2022 21:23:29";"0.0697";"11.5529";"46.57";0,4263;"11.4832"
"8196";8196;"09/28/2022 21:38:29";"0.0705";"11.5536";"46.21";0,4281;"11.4831"
"8197";8197;"09/28/2022 21:53:29";"0.0682";"11.5490";"46.03";0,4229;"11.4808"
"8198";8198;"09/28/2022 22:08:29";"0.0708";"11.5509";"45.67";0,4289;"11.4800"
"8199";8199;"09/28/2022 22:23:29";"0.0727";"11.5543";"45.49";0,4331;"11.4816"
"8200";8200;"09/28/2022 22:38:29";"0.0702";"11.5524";"45.49";0,4275;"11.4822"
"8201";8201;"09/28/2022 22:53:29";"0.0692";"11.5503";"45.31";0,4252;"11.4810"
"8202";8202;"09/28/2022 23:08:29";"0.0721";"11.5512";"45.12";0,4317;"11.4792"
"8203";8203;"09/28/2022 23:23:29";"0.0682";"11.5472";"44.94";0,4229;"11.4790"
"8204";8204;"09/28/2022 23:38:29";"0.0708";"11.5509";"44.94";0,4287;"11.4802"
"8205";8205;"09/28/2022 23:53:29";"0.0728";"11.5531";"44.76";0,4334;"11.4803"
"8206";8206;"09/29/2022 00:08:29";"0.0716";"11.5528";"44.58";0,4308;"11.4812"
"8207";8207;"09/29/2022 00:23:29";"0.0723";"11.5522";"44.58";0,4323;"11.4799"
"8208";8208;"09/29/2022 00:38:29";"0.0720";"11.5513";"44.40";0,4316;"11.4793"
"8209";8209;"09/29/2022 00:53:29";"0.0716";"11.5516";"44.22";0,4307;"11.4800"
"8210";8210;"09/29/2022 01:08:29";"0.0738";"11.5544";"44.03";0,4358;"11.4806"
"8211";8211;"09/29/2022 01:23:29";"0.0726";"11.5535";"43.85";0,433;"11.4809"
"8212";8212;"09/29/2022 01:38:29";"0.0711";"11.5539";"43.67";0,4295;"11.4828"
"8213";8213;"09/29/2022 01:53:29";"0.0736";"11.5594";"43.67";0,4352;"11.4858"
"8214";8214;"09/29/2022 02:08:29";"0.0742";"11.5622";"43.48";0,4367;"11.4880"
"8215";8215;"09/29/2022 02:23:29";"0.0733";"11.5616";"43.48";0,4346;"11.4883"
"8216";8216;"09/29/2022 02:38:29";"0.0722";"11.5620";"43.30";0,432;"11.4897"
"8217";8217;"09/29/2022 02:53:29";"0.0737";"11.5629";"43.12";0,4355;"11.4892"
"8218";8218;"09/29/2022 03:08:29";"0.0754";"11.5638";"42.93";0,4393;"11.4884"
"8219";8219;"09/29/2022 03:23:29";"0.0727";"11.5605";"42.75";0,4333;"11.4877"
"8220";8220;"09/29/2022 03:38:29";"0.0726";"11.5605";"42.75";0,4329;"11.4879"
"8221";8221;"09/29/2022 03:53:29";"0.0738";"11.5589";"42.57";0,4357;"11.4851"
"8222";8222;"09/29/2022 04:08:29";"0.0745";"11.5593";"42.38";0,4372;"11.4848"
"8223";8223;"09/29/2022 04:23:29";"0.0754";"11.5611";"42.38";0,4394;"11.4857"
"8224";8224;"09/29/2022 04:38:29";"0.0757";"11.5596";"42.20";0,4399;"11.4839"
"8225";8225;"09/29/2022 04:53:29";"0.0721";"11.5565";"42.20";0,4318;"11.4844"
"8226";8226;"09/29/2022 05:08:29";"0.0742";"11.5593";"42.01";0,4366;"11.4851"
"8227";8227;"09/29/2022 05:23:29";"0.0766";"11.5599";"42.01";0,442;"11.4834"
"8228";8228;"09/29/2022 05:38:29";"0.0756";"11.5609";"41.83";0,4398;"11.4852"
"8229";8229;"09/29/2022 05:53:29";"0.0749";"11.5612";"41.64";0,4383;"11.4863"
"8230";8230;"09/29/2022 06:08:29";"0.0751";"11.5612";"41.64";0,4386;"11.4861"
"8231";8231;"09/29/2022 06:23:29";"0.0731";"11.5597";"41.46";0,4341;"11.4866"
"8232";8232;"09/29/2022 06:38:29";"0.0756";"11.5628";"41.46";0,4398;"11.4871"
"8233";8233;"09/29/2022 06:53:29";"0.0752";"11.5649";"41.27";0,4389;"11.4897"
"8234";8234;"09/29/2022 07:08:29";"0.0773";"11.5687";"41.27";0,4437;"11.4913"
"8235";8235;"09/29/2022 07:23:29";"0.0757";"11.5684";"41.09";0,4401;"11.4926"
"8236";8236;"09/29/2022 07:38:29";"0.0749";"11.5684";"41.09";0,4381;"11.4935"
"8237";8237;"09/29/2022 07:53:29";"0.0739";"11.5687";"40.90";0,4358;"11.4948"
"8238";8238;"09/29/2022 08:08:29";"0.0759";"11.5705";"40.90";0,4404;"11.4947"
"8239";8239;"09/29/2022 08:23:29";"0.0740";"11.5681";"40.90";0,4361;"11.4941"
"8240";8240;"09/29/2022 08:38:29";"0.0765";"11.5730";"40.90";0,4418;"11.4966"
"8241";8241;"09/29/2022 08:53:29";"0.0746";"11.5721";"41.09";0,4376;"11.4974"
"8242";8242;"09/29/2022 09:08:29";"0.0742";"11.5742";"41.27";0,4365;"11.5000"
"8243";8243;"09/29/2022 09:23:29";"0.0728";"11.5730";"41.64";0,4333;"11.5002"
"8244";8244;"09/29/2022 09:38:29";"0.0748";"11.5757";"41.83";0,438;"11.5009"
"8245";8245;"09/29/2022 09:53:29";"0.0712";"11.5744";"42.20";0,4298;"11.5032"
"8246";8246;"09/29/2022 10:08:29";"0.0729";"11.5763";"42.57";0,4336;"11.5034"
"8247";8247;"09/29/2022 10:23:29";"0.0709";"11.5750";"42.93";0,429;"11.5041"
"8248";8248;"09/29/2022 10:38:29";"0.0715";"11.5759";"43.48";0,4303;"11.5044"
"8249";8249;"09/29/2022 10:53:29";"0.0703";"11.5740";"43.85";0,4277;"11.5037"
"8250";8250;"09/29/2022 11:08:29";"0.0702";"11.5739";"44.22";0,4276;"11.5037"
"8251";8251;"09/29/2022 11:23:29";"0.0715";"11.5735";"44.76";0,4304;"11.5021"
"8252";8252;"09/29/2022 11:38:29";"0.0716";"11.5741";"45.12";0,4307;"11.5025"
"8253";8253;"09/29/2022 11:53:29";"0.0707";"11.5694";"45.67";0,4286;"11.4987"
"8254";8254;"09/29/2022 12:08:29";"0.0716";"11.5712";"46.39";0,4306;"11.4996"
"8255";8255;"09/29/2022 12:23:29";"0.0731";"11.5727";"46.93";0,434;"11.4996"
"8256";8256;"09/29/2022 12:38:29";"0.0709";"11.5698";"47.47";0,4292;"11.4989"
"8257";8257;"09/29/2022 12:53:29";"0.0713";"11.5676";"48.00";0,43;"11.4963"
"8258";8258;"09/29/2022 13:08:29";"0.0697";"11.5660";"48.54";0,4263;"11.4963"
"8259";8259;"09/29/2022 13:23:29";"0.0717";"11.5662";"49.07";0,4309;"11.4945"
"8260";8260;"09/29/2022 13:38:29";"0.0708";"11.5625";"49.43";0,4289;"11.4916"
"8261";8261;"09/29/2022 13:53:29";"0.0708";"11.5603";"49.60";0,4289;"11.4895"
"8262";8262;"09/29/2022 14:08:29";"0.0706";"11.5597";"49.60";0,4284;"11.4890"
"8263";8263;"09/29/2022 14:23:29";"0.0689";"11.5556";"49.78";0,4245;"11.4867"
"8264";8264;"09/29/2022 14:38:29";"0.0706";"11.5531";"49.78";0,4284;"11.4825"
"8265";8265;"09/29/2022 14:53:29";"0.0662";"11.5488";"49.78";0,4182;"11.4826"
"8266";8266;"09/29/2022 15:08:29";"0.0686";"11.5500";"49.78";0,4237;"11.4815"
"8267";8267;"09/29/2022 15:23:29";"0.0683";"11.5510";"49.60";0,4232;"11.4826"
"8268";8268;"09/29/2022 15:38:29";"0.0657";"11.5485";"49.60";0,4172;"11.4828"
"8269";8269;"09/29/2022 15:53:29";"0.0682";"11.5516";"49.60";0,423;"11.4834"
"8270";8270;"09/29/2022 16:08:29";"0.0678";"11.5492";"49.25";0,4221;"11.4813"
"8271";8271;"09/29/2022 16:23:29";"0.0666";"11.5480";"48.89";0,4193;"11.4813"
"8272";8272;"09/29/2022 16:38:29";"0.0673";"11.5486";"48.54";0,4208;"11.4813"
"8273";8273;"09/29/2022 16:53:29";"0.0674";"11.5477";"48.36";0,4211;"11.4803"
"8274";8274;"09/29/2022 17:08:29";"0.0705";"11.5503";"48.00";0,4282;"11.4797"
"8275";8275;"09/29/2022 17:23:29";"0.0674";"11.5466";"47.65";0,4211;"11.4792"
"8276";8276;"09/29/2022 17:38:29";"0.0695";"11.5494";"47.47";0,4259;"11.4799"
"8277";8277;"09/29/2022 17:53:29";"0.0671";"11.5476";"47.11";0,4204;"11.4805"
"8278";8278;"09/29/2022 18:08:29";"0.0696";"11.5501";"46.75";0,4262;"11.4805"
"8279";8279;"09/29/2022 18:23:29";"0.0671";"11.5486";"46.57";0,4204;"11.4815"
"8280";8280;"09/29/2022 18:38:29";"0.0696";"11.5523";"46.21";0,426;"11.4828"
"8281";8281;"09/29/2022 18:53:29";"0.0695";"11.5536";"45.85";0,4259;"11.4841"
"8282";8282;"09/29/2022 19:08:29";"0.0693";"11.5537";"45.49";0,4253;"11.4844"
"8283";8283;"09/29/2022 19:23:29";"0.0711";"11.5549";"45.12";0,4296;"11.4838"
"8284";8284;"09/29/2022 19:38:29";"0.0686";"11.5531";"44.76";0,4238;"11.4845"
"8285";8285;"09/29/2022 19:53:29";"0.0708";"11.5556";"44.40";0,4289;"11.4848"
"8286";8286;"09/29/2022 20:08:29";"0.0692";"11.5563";"44.03";0,4251;"11.4871"
"8287";8287;"09/29/2022 20:23:29";"0.0728";"11.5601";"43.67";0,4333;"11.4873"
"8288";8288;"09/29/2022 20:38:29";"0.0729";"11.5610";"43.48";0,4335;"11.4881"
"8289";8289;"09/29/2022 20:53:29";"0.0729";"11.5610";"43.12";0,4336;"11.4881"
"8290";8290;"09/29/2022 21:08:29";"0.0719";"11.5614";"42.93";0,4314;"11.4895"
"8291";8291;"09/29/2022 21:23:29";"0.0714";"11.5598";"42.75";0,4302;"11.4884"
"8292";8292;"09/29/2022 21:38:29";"0.0727";"11.5620";"42.57";0,4332;"11.4893"
"8293";8293;"09/29/2022 21:53:29";"0.0712";"11.5605";"42.38";0,4297;"11.4893"
"8294";8294;"09/29/2022 22:08:29";"0.0722";"11.5608";"42.20";0,4321;"11.4886"
"8295";8295;"09/29/2022 22:23:29";"0.0737";"11.5630";"42.01";0,4355;"11.4893"
"8296";8296;"09/29/2022 22:38:29";"0.0740";"11.5652";"41.83";0,4361;"11.4912"
"8297";8297;"09/29/2022 22:53:29";"0.0750";"11.5661";"41.64";0,4383;"11.4912"
"8298";8298;"09/29/2022 23:08:29";"0.0738";"11.5640";"41.46";0,4357;"11.4902"
"8299";8299;"09/29/2022 23:23:29";"0.0747";"11.5668";"41.27";0,4378;"11.4921"
"8300";8300;"09/29/2022 23:38:29";"0.0733";"11.5640";"41.09";0,4345;"11.4908"
"8301";8301;"09/29/2022 23:53:29";"0.0745";"11.5650";"40.90";0,4373;"11.4905"
"8302";8302;"09/30/2022 00:08:29";"0.0732";"11.5628";"40.71";0,4344;"11.4896"
"8303";8303;"09/30/2022 00:23:29";"0.0716";"11.5604";"40.71";0,4307;"11.4887"
"8304";8304;"09/30/2022 00:38:29";"0.0733";"11.5607";"40.53";0,4344;"11.4874"
"8305";8305;"09/30/2022 00:53:29";"0.0765";"11.5641";"40.34";0,4419;"11.4876"
"8306";8306;"09/30/2022 01:08:29";"0.0749";"11.5635";"40.34";0,4382;"11.4886"
"8307";8307;"09/30/2022 01:23:29";"0.0739";"11.5616";"40.34";0,4359;"11.4877"
"8308";8308;"09/30/2022 01:38:29";"0.0741";"11.5620";"40.15";0,4364;"11.4879"
"8309";8309;"09/30/2022 01:53:29";"0.0745";"11.5629";"39.97";0,4372;"11.4884"
"8310";8310;"09/30/2022 02:08:29";"0.0752";"11.5635";"39.97";0,4389;"11.4883"
"8311";8311;"09/30/2022 02:23:29";"0.0764";"11.5635";"39.97";0,4416;"11.4871"
"8312";8312;"09/30/2022 02:38:29";"0.0748";"11.5614";"39.78";0,438;"11.4866"
"8313";8313;"09/30/2022 02:53:29";"0.0755";"11.5623";"39.59";0,4395;"11.4868"
"8314";8314;"09/30/2022 03:08:29";"0.0762";"11.5605";"39.59";0,4412;"11.4842"
"8315";8315;"09/30/2022 03:23:29";"0.0763";"11.5596";"39.40";0,4415;"11.4832"
"8316";8316;"09/30/2022 03:38:29";"0.0752";"11.5571";"39.40";0,4388;"11.4819"
"8317";8317;"09/30/2022 03:53:29";"0.0765";"11.5577";"39.40";0,4419;"11.4812"
"8318";8318;"09/30/2022 04:08:29";"0.0750";"11.5568";"39.21";0,4385;"11.4818"
"8319";8319;"09/30/2022 04:23:29";"0.0760";"11.5568";"39.21";0,4408;"11.4808"
"8320";8320;"09/30/2022 04:38:29";"0.0746";"11.5553";"39.02";0,4376;"11.4806"
"8321";8321;"09/30/2022 04:53:29";"0.0741";"11.5540";"39.02";0,4364;"11.4799"
"8322";8322;"09/30/2022 05:08:29";"0.0741";"11.5531";"38.84";0,4363;"11.4790"
"8323";8323;"09/30/2022 05:23:29";"0.0770";"11.5562";"38.84";0,4431;"11.4792"
"8324";8324;"09/30/2022 05:38:29";"0.0727";"11.5522";"38.65";0,4333;"11.4794"
"8325";8325;"09/30/2022 05:53:29";"0.0764";"11.5550";"38.46";0,4417;"11.4786"
"8326";8326;"09/30/2022 06:08:29";"0.0749";"11.5544";"38.46";0,4383;"11.4794"
"8327";8327;"09/30/2022 06:23:29";"0.0775";"11.5581";"38.46";0,4441;"11.4806"
"8328";8328;"09/30/2022 06:38:29";"0.0744";"11.5566";"38.27";0,4369;"11.4822"
"8329";8329;"09/30/2022 06:53:29";"0.0769";"11.5609";"38.27";0,4429;"11.4839"
"8330";8330;"09/30/2022 07:08:29";"0.0790";"11.5631";"38.08";0,4475;"11.4841"
"8331";8331;"09/30/2022 07:23:29";"0.0767";"11.5612";"38.08";0,4423;"11.4845"
"8332";8332;"09/30/2022 07:38:29";"0.0789";"11.5618";"38.08";0,4473;"11.4829"
"8333";8333;"09/30/2022 07:53:29";"0.0761";"11.5606";"38.08";0,4409;"11.4845"
