Comments Form,,,,,,,,,,
Date,Reach #,SO,Channel Unit and Type ,Waypoint name,Latitude/Northing,Longitude/Easting,Zone:,Datum:,Comments,Site description
7/8/2015,SCC2-15-5,5050,FTCC9,SCSO5050,0334352,4598384,11,NAD 83,Accuracy only +/- 57' with 100+ counts. 0.5 meter right bank undercuts are under boulder. Moss on rocks just above water level. Stream levels out some above this cascade.,"Site begins at lower gorge area of SCC. Right bank begins with rock outcropping and talus. Left bank begins with steep aspen/sage slope. Lots of debris down in lower creek and on edges. Gorge walls on both sides around SCO5066 and becomes narrower as move upstream. Gorge continues to narrow and is within 2 m on left bank by SO5072. Incised, steep left bank with flat aspen habitat on right bank, then boulder/talus slope, then gorge walls. Long, heavy rain night of 7/7. May result in different readings on YSI for units done 7/8 beginning with SO5042. Beginning with SO5044, the gradient of the creek increases sharply with cascade and a series of plunge pools."
7/8/2015,SCC2-15-5,NA,NA,SCC15-5END,0334364,4598707,11,NAD 83,,"Site begins at lower gorge area of SCC. Right bank begins with rock outcropping and talus. Left bank begins with steep aspen/sage slope. Lots of debris down in lower creek and on edges. Gorge walls on both sides around SCO5066 and becomes narrower as move upstream. Gorge continues to narrow and is within 2 m on left bank by SO5072. Incised, steep left bank with flat aspen habitat on right bank, then boulder/talus slope, then gorge walls. Long, heavy rain night of 7/7. May result in different readings on YSI for units done 7/8 beginning with SO5042. Beginning with SO5044, the gradient of the creek increases sharply with cascade and a series of plunge pools."
7/9/2015,MC7-817,331,SSMC1,MSO331,0336784,4597517,11,NAD 83,Fish (1). Mimulus leaning into water at pool crest slow water. Cobble/gravel crest.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,332,FTRF1,MSO332,0336781,4597516,11,NAD 83,Aspen on right bank are not in leaf. No apparent sign of disease. Some small pooling habitat at edges of riffle.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,333,SSLS2,MSO333,0336791,4597516,11,NAD 83,"Sagebrush just outside of 10 m zone, but still under aspen. Unstable islands with some pool habitat on right bank, but mostly on left bank. Creek spreads considerably around cobble, debris, and mimulus. VERY short braided channel <0.25 m.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,334,FTRF2,MSO334,0336789,4597507,11,NAD 83,"Lower unit is largely covered by mimulus, some mimulus growing midchannel. Channel very wide here. Left bank floodplain accessed better than right. Very short, but vertical banks on right. Lots of woody debris within 10 m right bank.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,335,SSLS3,MSO335,0336802,4597501,11,NAD 83,Cobble at top and bottom of pool and at edges. This pool appears to be man-made.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,336,FTRF3,MSO336,0336791,4597501,11,NAD 83,Medium LWD over creek above bankfull. Very short riffle nearing rapid gradient between lateral scour pools.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,337,SDDD4,MSO337,0336796,4597503,11,NAD 83,Shaded by medium LWD. Stream drops lots of sediment on edges here. Dam pool.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,338,FTRF4,MSO338,0336795,4597509,11,NAD 83,"Stream is becoming a bit more entrenched. Slopes leading in are still gentle and terraced. Former entrenchment with formerly unstable banks has begun to repair and bank sloughs are vegetated, floodplain widening.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,339,SSMC5,MSO339,0336816,4597489,11,NAD 83,"3-4"" fish hanging out under turbulent water at pool tail. Small logs over pool.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,340,FTRF5,MSO340,0336806,4597492,11,NAD 83,Steep riffle - not quite rapid. Emergent forbs and grasses.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,341,SSMC6,MSO341,0336810,4597483,11,NAD 83,"Distinct, deep pool, but very small. Slow water trails off a ways downstream. Formed by large cobbles.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,342,FTRF6,MSO342,0336806,4597481,11,NAD 83,Riffle predominant with a few small plunges. Lots of emergent grass and forbs.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,343,SSMC7,MSO343,0336806,4597478,11,NAD 83,Small MC scour formed by large cobbles/small boulders. Small deep area with long tail of slow water.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,344,FTRF7,MSO344,0336805,4597478,11,NAD 83,Higher gradient riffle with some rapidy areas. Log at top of unit above bankfull provides a lot of shade in solar pathfinder.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,345,SSMC8,MSO345,0336808,4597475,11,NAD 83,"Very small, but deep, MC scour formed by large cobble/small boulder.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,346,FTRF8,MSO346,0336810,4597479,11,NAD 83,Very short riffle - almost a rapid - between two pools.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,347,SSPL9,MSO347,0336810,4597480,11,NAD 83,"Very nice, small deep plunge pool with plunge between 2 boulders. 6-7"" undercut beneath shelp that water is plunging over. Pool is larger than others in this habitat.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,348,FTRF9,MSO348,0336812,4597472,11,NAD 83,"Wide, shallow riffle with a few rapidy drops. One flat area with almost no gradient. One of the longest units in the reach. Unstable island at top below pool.",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,349,SSLS10,MSO349,0336810,4597467,11,NAD 83,"Wide, open lateral scour pool beneath a large aspen log providing shade (log does not cause the scour).",Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,350,FTRF10,MSO350,0336807,4597462,11,NAD 83,Unstable island. Lots of emergent grass and forbs. Mostly shallow riffle with very small rapidy area before plunging into pool.,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/9/2015,MC7-817,NA,NA,MC7817END,0336799,4597455,11,NAD 83,,Survey reach on MC just below upper forks. About 0.2 miles from fork upstream. Slopes come in gently to stream with terraces that slow water. Creek is not entrenched. There are large aspen down within riparian corridor and sometimes over creek above bankfull. Areas of no vegetation are stabilized by leaf litter and prior (?) grasses. Many forbs along streambank and some sedges. Short units alternating fast and slow.
7/14/2015,MC3-458,151,FTRF1,MSO151,0333173,4600270,11,NAD 83,Spring or high water table on left bank - saturated soil and mudhole. Follows a path that meets creek below survey reach.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/14/2015,MC3-458,152,SSLS1,MSO152,0333181,4600261,11,NAD 83,Boulder and cobble midchannel glowing vegetation and moss. A chute between boulders bordering on plunge pool creates on non-lateral scour pool in this unit. (Plunge or MC.) Other pool habitat formed on sides of midchannel boulder/cobble and just below them. 3 distinct pool habitats with very little fast water. Right bank understory is replaced by WS overstory.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/14/2015,MC3-458,153,FTRF2,MSO153,0333183,4600259,11,NAD 83,Trees on right bank growing larger. Cobble protects right bank from erosion (previous units also). Higher NV due to large aspen down on left bank. Spring or subsurface runoff enters creek here on right bank water flowing out of talus/cobble above creek level.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/14/2015,MC3-458,154,FNRN3,MSO154,0333184,4600250,11,NAD 83,Some aspen are older than their diameter indicates because of stunting due to rocky substrate. Some pool habitat on right bank. Most of channel moving quickly and sand deposition on edges.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/14/2015,MC3-458,155,SSLS2,MSO155,0333178,4600250,11,NAD 83,Talus and rock outcrop come down to right bank. Flat on left bank. Faster moving water is under the right bank undercut. Nettle everywhere on right bank.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/8/2015,MC3-458,156,FTRP4,MSO156,0333182,4600256,11,NAD 83,Borderline between riffle and rapid.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/8/2015,MC3-458,157,FNRN5,MSO157,0333181,4600234,11,NAD 83,Smallstraight run.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/8/2015,MC3-458,158,FTRP6,MSO158,0333172,4600234,11,NAD 83,,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/8/2015,MC3-458,159,FNRN7,MSO159,0333162,4600231,11,NAD 83,"Short run, wooden bridge going across.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,160,SSMC3,MSO160,0333159,4600222,11,NAD 83,"""NV"" areas are stabilized by leaf litter and prior seasons' grasses.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,161,FTRF8,MSO161,0333163,4600220,11,NAD 83,"Spring runoff stream channels wind through right bank - currently dry. Lots of platanthera spp., Thermopsis spp., Ribes aureuom. Immediate floodplain more accessible upper end right bank, mid left bank. Banks vertical in some spots.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,162,SSMC4,MSO162,0333158,4600200,11,NAD 83,"Temp logger in unit. Again (as in SSMC3), sediment gathers at edges of pool while rocks dominate middle. Willows persisting in historic stream channel.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,163,FTRP9,MSO163,0333165,4600211,11,NAD 83,"Vertical banks increase, access to floodplain restricted. Creek incised. 1 m long lateral scour pool. 1.5 m midchannel pool. Neither wider than channel where they occur. Historic GAWS T-post present on right bank.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,164,SSLS5,MSO164,0333176,4600173,11,NAD 83,"Pool complex (2). Giant nettles and liverwort present. Trunk of mature aspen fallen over across pool - recent. Channel very incised. WS, especially rose, increase dramatically here. Lots of sediment in pool.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
6/29/2015,MC3-458,165,FTRF10,MSO165,0333182,4600179,11,NAD 83,"Branches of mature downed aspen cover length of unit, some above and some touching water to create debris piles. Channel incised, access to floodplain is restricted. Wolman unit.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/1/2015,MC3-458,166,SSLS6,MSO166,0333192,4600160,11,NAD 83,"Lots of woody debris in riparian corridor. Front of boulder slows water, back of boulder overhangs pool.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/1/2015,MC3-458,167,FTRP11,MSO167,0333192,4600161,11,NAD 83,"Upstream end is in a massive debris pile about 3 m long and spanning channel. Some shallow, very slow pools are in edges of debris piles, but look difficult for fish to access. Lots of woody debris in riparian corridor.","Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/1/2015,MC3-458,168,SSLS7,MSO168,0333200,4600149,11,NAD 83,Large adult stonefly. Accuracy on GPS= 17'. Debris pile from previous unit expands into pool about 0.5 m. Lots of woody debris in riparian corridor. Rock outcrop on hillside adds to total shade.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
7/1/2015,MC3-458,169,FTRP12,MSO169,0333204,4600162,11,NAD 83,Pooled habitat at edges of rapid. Pools aren't protected by overhangs or much vegetation. None are longer than channel width. Woody debris in riparian corridor. Slopes beginning to steepen toward riparian area and riparian area narrowing. Small aspen and willow branches overhang.,"Survey reach begins with a canyon floor/floodplain of about 25 m, flat, reed canary grass dominates. Historic stream channels can be found weaving through flood plain. Aspen dominates stream corridor throughout. Many ""SS"" units are dominated by aspen <5"" dbh with a few larger trees mixed in. As we move upstream, the channel becomes more incised. Begin 155 on 7/14/2015. Complete 155-151 (5 units) working downstream. Willows (in these units) extend ~20 m from left bank (on flat ground/FPW) then transition into a narrow strip of aspen before the topography slopes up. Forbs and grasses abound on left bank. Areas of NV are stabilized on right bank by flat ground and prior years' vegetation growth. Water today may be higher than others - mosses are submerged. Vegetation on right bank units 153-155 is really think on 1st 5 m with vegetation with lots of canopy such as galium and urtica. 2nd 5 m is nearly all rock."
